"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","website","openinghours"
,"静岡レディースクリニック","420-0837","静岡県","静岡市葵区","静岡県静岡市葵区日出町10-3","22101","054-251-0770","http://shizuoka-lc.net","月~木7時30分~17時30分金・土7時30分~13時30分"
,"清水産婦人科クリニック","420-0881","静岡県","静岡市葵区","静岡県静岡市葵区北安東5-28-1","22101","054-248-3660","","月・火・水・金9時~12時30分、14時30分~17時30分土9時~13時"
,"TOMIMATSU女性医院","420-0857","静岡県","静岡市葵区","静岡県静岡市葵区紺屋町7-15 1階","22101","054-269-6123","http://www.tomimatsu-josei.jp/","月・金11時~14時、15時~18時火11時~14時、15時~17時30分土11時~14時、15時~16時30分"
,"富松レディスクリニック","420-0801","静岡県","静岡市葵区","静岡県静岡市葵区東千代田1-1-3","22101","054-261-1730","http://www.tomimatsu-lc.jp","平日8時~18時土8時~15時30分"
,"平野医院","420-0033","静岡県","静岡市葵区","静岡県静岡市葵区昭和町5-5","22101","054-252-3267","","月・火・水・金8時30分~17時30分木・土8時30分~12時30分"
,"依藤産婦人科医院","420-0841","静岡県","静岡市葵区","静岡県静岡市葵区上足洗2-1-9","22101","054-209-6601","yotifuji-ladies.com","月・木・金9時~12時、14時~17時火9時~12時、15時~17時土9時~12時"
,"くさなぎマタニティクリニック","422-8007","静岡県","静岡市駿河区","静岡県静岡市駿河区聖一色441-1","22102","054-265-8877","http://www.kusanagimtc.jp","月・火・金9時~12時、14時~17時水・木・土9時~12時"
,"県立美術館前IVFクリニック","422-8002","静岡県","静岡市駿河区","静岡県静岡市駿河区谷田30-22","22102","054-264-6000","","月・火・金・土・日9時~13時、15時~18時"
,"聖隷健康サポートセンターShizuoka","422-8006","静岡県","静岡市駿河区","静岡県静岡市駿河区曲金6-8-5-2","22102","054-280-6211","http://www.seirei.or.jp/hoken/support-zenter/","火15時20分~18時水9時15分~11時30分(不定期)金8時30分~11時30分"
,"ふかさわレディスクリニック","422-8036","静岡県","静岡市駿河区","静岡県静岡市駿河区敷地1-8-10","22102","054-238-3883","","通常の診療時間内"
,"福間産婦人科クリニック","422-8058","静岡県","静岡市駿河区","静岡県静岡市駿河区中原739-1","22102","054-285-7717","http://fukuma-cl.gr.jp","月・火・木・金9時~12時30分、15時~18時土9時~12時30分"
,"静岡市立清水病院","424-8636","静岡県","静岡市清水区","静岡県静岡市清水区宮加三1231","22103","054-336-1111","https://www.shimizuhospital.com/","24時間対応可能(ただし、他の患者の診療中の場合は対応不可)"
,"おおいしレディースクリニック","424-0008","静岡県","静岡市清水区","静岡県静岡市清水区押切2416","22103","054-344-1103","http://www.ohishi-ladies.cl.into/","月・火・木・金9時~12時、14時~17時水・土9時~12時"
,"オハナクリニック木の下町","424-0846","静岡県","静岡市清水区","静岡県静岡市清水区木の下町44-1","22103","054-347-0300","ohara-clinic-kinoshitacho.com","月・火・水・金9時~12時、14時~17時木17時~20時土9時~12時(月2回不定期)"
,"阪部循環器内科・内科・婦人科クリニック","424-0905","静岡県","静岡市清水区","静岡県静岡市清水区駒越西1-2-62","22103","054-335-5000","https://sakabe-clinic2.jimdo.com/","月・火・木・金8時30分~12時、14時~17時30分水・土8時30分~12時"
,"庄司産婦人科","424-0815","静岡県","静岡市清水区","静岡県静岡市清水区江尻東1-4-1","22103","054-366-0861","","月・火・水・金8時~12時、16時~18時木・土8時~12時"
,"しのはら産科婦人科医院","427-0005","静岡県","島田市","静岡県島田市岸町658-1","22209","0547-33-4103","","平日8時30分~10時、15時~15時30分土8時30分~10時"
,"アイレディースクリニック","425-0004","静岡県","焼津市","静岡県焼津市坂本457","22212","054-620-1103","http://www.myclinic.ne.jp/i-ladies/","平日8時30分~18時水・木・土8時30分~12時"
,"前田産科婦人科医院","425-0076","静岡県","焼津市","静岡県焼津市小屋敷214-1","22212","054-626-8603","https://www.obgymaeda.com/","常時対応可(時間外は費用が割増)"
,"いしかわレディースクリニック","426-0011","静岡県","藤枝市","静岡県藤枝市平島70-1","22214","054-643-0311","https://ishikawa-lc.net/","月・火・木・金8時30分~11時30分、15時~17時土8時30分~14時"
,"あかほりクリニック","421-0511","静岡県","牧之原市","静岡県牧之原市片浜873-2","22226","0548-52-5555","","平日8時~18時木・土8時~12時臨時休診日除く"
,"あんずクリニック産婦人科","438-0002","静岡県","磐田市","静岡県磐田市大久保896-39","22211","0538-38-0301","www.anzu-clinic.com/","平日9時~18時(水は9時~12時)土9時~12時"
,"日野産婦人科歯科医院","438-0816","静岡県","磐田市","静岡県磐田市宮之一色817","22211","0538-37-0135","","平日9時~18時土9時~12時"
,"藤井マタニティクリニック","438-0026","静岡県","磐田市","静岡県磐田市西貝塚2251","22211","0538-36-3541","","平日9時~12時、14時30分~18時土・木9時~12時"
,"八神クリニック","436-0342","静岡県","掛川市","静岡県掛川市上西郷239-1","22213","0537-62-1300","https://yagamiclinic.com","平日9時~12時、15時~18時"
,"笠原産婦人科医院","437-0016","静岡県","袋井市","静岡県袋井市葵町1-7-1","22216","0538-42-3616","kasasanfu.com","平日9時~18時(水・木は不在)土9時~12時"
,"ふくろいマタニティクリニック","437-0022","静岡県","袋井市","静岡県袋井市方丈6-10-27","22216","0538-41-2121","http://www.fukuroimtc.jp","平日9時~17時土9時~12時"
,"小野澤医院","437-1604","静岡県","御前崎市","静岡県御前崎市佐倉1238","22223","0537-86-8070","http://onozawaclinic.com/","平日8時30分~12時30分、14時30分~18時水・土8時30分~12時"
,"菊川市立総合病院","439-0022","静岡県","菊川市","静岡県菊川市東横地1632","22224","0537-35-2135","https://www.kikugawa-hosp.jp","24時間(要事前連絡)"
,"松下産婦人科医院","439-0031","静岡県","菊川市","静岡県菊川市加茂1990","22224","0537-36-3221","","平日9時~17時土9時~12時"
,"森町家庭医療クリニック","437-0214","静岡県","森町","静岡県周智郡森町草ヶ谷387-1","22461","0538-85-1340","https://www.morimachi-fc.com","平日8時30分~17時(受付は16時まで)"
,"JA静岡厚生連遠州病院","430-0929","静岡県","浜松市中区","静岡県浜松市中区中央一丁目1-1","22131","053-453-1111","","平日 8時30分~17時(受付時間8時30分~11時)第1・3土 8時30分~12時30分(原則予約の方、紹介状お持ちの方のみ)"
,"アクトタワークリニック","430-7707","静岡県","浜松市中区","静岡県浜松市中区板屋町111-2アクトタワー7階","22131","053-413-1124","https://www.acttower.com","月・火・木・金9時~13時、15時~19時水・土9時~13時"
,"有澤産婦人科医院","430-0929","静岡県","浜松市中区","静岡県浜松市中区中央一丁目15-5浜松メディカルパークビル5F","22131","053-452-6521","","平日9時~18時木・土9時~12時40分"
,"おおたにレディースクリニック","432-8021","静岡県","浜松市中区","静岡県浜松市中区佐鳴台四丁目39-7","22131","053-447-7300","http://o-l-c.jp","平日8時30分~17時30分土8時30分~12時"
,"大脇産婦人科医院","430-0901","静岡県","浜松市中区","静岡県浜松市中区曳馬三丁目3-22","22131","053-411-0800","www.oowaki.or.jp","月・火・水・金9時~11時30分、15時~17時30分木・土9時~11時30分"
,"河野産婦人科医院","432-8023","静岡県","浜松市中区","静岡県浜松市中区鴨江三丁目80-16","22131","053-454-6661","kohno-sanfuzinka.net","火・水・木・金9時~11時30分、14時~17時30分土9時~11時30分"
,"南浅田小池産科婦人科","432-8044","静岡県","浜松市中区","静岡県浜松市中区南浅田一丁目23-26","22131","053-442-4122","","平日 9時~12時(木曜休診)土9時~12時"
,"森岡産婦人科医院","432-8002","静岡県","浜松市中区","静岡県浜松市中区富塚町2069","22131","053-474-0161","","月・火・水・金 9時~12時30分、15時~17時30分木・土 9時~12時30分"
,"ROSAレディースクリニック","433-8125","静岡県","浜松市中区","静岡県浜松市中区和合町27-13和合メディカルビル2階","22131","053-412-2666","http://rosa-clinic.com","月・火・木・金9時~17時30分水・土9時~12時"
,"浜松医科大学医学部附属病院","431-3192","静岡県","浜松市中央区","静岡県浜松市東区半田山一丁目20-1","22138","053-435-2111","https://www.hama-med.ac.jp/hos/index.html","平日(月~金)13時~16時"
,"水本レディスクリニック","431-3115","静岡県","浜松市東区","静岡県浜松市東区西ケ崎町796-1","22132","053-433-1103","http://www.mizumotoiin.com","平日8時30分~12時30分、14時30分~17時30分木・土8時30分~12時30分第3土曜は不可"
,"長島医院","432-8063","静岡県","浜松市南区","静岡県浜松市南区小沢渡町1098-2","22134","053-445-3100","","月・水・金9時~12時、14時~17時火・木9時~12時(受付は終了30分前まで)"
,"社会福祉法人聖隷福祉事業団総合病院聖隷三方原病院","433-8558","静岡県","浜松市中央区","静岡県浜松市北区三方原町3453","22138","053-436-1251","http//www.seirei.or.jp/mikatahara/","平日 8時30分~16時30分"
,"医療法人社団気賀渥美医院","431-1305","静岡県","浜松市北区","静岡県浜松市北区細江町気賀506-2","22135","053-522-1462","","月・水・金8時30分~12時15分、14時~17時15分火・木8時30分~12時15分土8時30分~12時15分、15時00分~16時45分"
,"木村産科・婦人科","433-8104","静岡県","浜松市北区","静岡県浜松市北区東三方町94-3","22135","053-439-1010","","平日9時~12時、14時30分~17時土9時~12時、14時30分~16時"
,"クリニックミズ ソフィア","433-8108","静岡県","浜松市北区","静岡県浜松市北区根洗町547-2","22135","053-414-0700","","平日9時~17時土8時45分~12時"
,"賛育産婦人科医院","433-8112","静岡県","浜松市北区","静岡県浜松市北区初生町777","22135","053-438-3838","","平日9時~17時30分木・土9時~12時"
,"浜松赤十字病院","434-8533","静岡県","浜松市浜名区","静岡県浜松市浜北区小林1088-1","22139","053-401-1111","","平日8時~17時"
,"石井第一産科・婦人科クリニック","434-0042","静岡県","浜松市浜北区","静岡県浜松市浜北区小松4498-5","22136","053-586-6166","www.babyfriendly.sakura.ne.jp/","月~土9時~12時月・水・金15時30分~18時30分火・木13時30分~15時"
,"河合クリニック","434-0038","静岡県","浜松市浜北区","静岡県浜松市浜北区貴布祢313-10","22136","053-587-1771","","平日9時~12時、15時~18時木・土9時~12時"
,"ことみレディースクリニック","434-0026","静岡県","浜松市浜北区","静岡県浜松市浜北区東美薗678","22136","053-589-5000","https://kotocli.jp","月・火・水・金・土9時~16時30分"
,"服部医院","434-0037","静岡県","浜松市浜北区","静岡県浜松市浜北区沼268","22136","053-586-2221","","月・火・水・金9時~12時、15時~18時土9時~12時"
,"あき総合病院 掲載","784-0027","高知県","安芸市","安芸市宝永町3-33","39203","0887-34-3111","http://www.pref.kochi.lg.jp/aki/","平日 8:30~15:30"
,"浅井産婦人科・内科","781-8132","高知県","高知市","高知市一宮東町1-7-7","39201","088-846-3131","","平日 8:30~17:00木 8:30~12:00土 8:30~15:00"
,"梅原産婦人科","781-0253","高知県","高知市","高知市瀬戸南町2-1-10","39201","088-842-0700","","平日(月・火)9:00~18:00(水・金)9:00~19:00土 9:00~18:00日 9:00~12:00"
,"高知大学医学部附属病院","783-8505","高知県","南国市","南国市岡豊町小蓮185-1","39204","088-880-2383","http://www.kochi-u.ac.jp/kms/hsptl/index.html","月・火・木9:00~11:00"
,"高知県・高知市病院企業団立高知医療センター","781-8555","高知県","高知市","高知市池2125-1","39201","088-837-3000","https://www2.khsc.or.jp","常時(夜間休日は対応困難な場合あり)"
,"高知県立幡多けんみん病院","788-0785","高知県","宿毛市","宿毛市山奈町芳奈3-1","39208","0880-66-2222","http://www.pref.kochi.lg.jp/hata/","平日 8:30~17:00"
,"国見産婦人科","780-0870","高知県","高知市","高知市本町4-2-30","39201","088-822-5954","www13.plala.or.jp/kunimi_baby/","月・火・木・土 9:00~13:0015:00~17:00水・日 休"
,"高須どい産婦人科","781-8104","高知県","高知市","高知市高須2-18-17","39201","088-882-1228","http://takasudoi.com/","平日 8:30~12:0014:00~16:00水曜日 8:30~12:30火・木 17:00~18:00診療しています"
,"田村産婦人科","780-0862","高知県","高知市","高知市鷹匠町1-1-10","39201","088-823-1110","info@tamura.or.jp","平日 9:00~17:20土曜 9:00~17:00祝祭日 9:00~11:30"
,"愛宕病院","780-0051","高知県","高知市","高知市愛宕町1丁目1番13号","39201","088-823-3301","http://atago-hp.or.jp","平日 8:00~17:00土曜 8:00~11:00"
,"小林レディスクリニック","780-8018","高知県","高知市","高知市竹島町13-1うしおえメディカルビルイーア3F","39201","088-805-1777","https://koba-lc.gr.jp","月・火・木・金 9:15~12:4515:00~18:45水 9:15~12:45土 9:15~12:4515:00~16:15"
,"にこにこレディスクリニック","780-8085","高知県","高知市","高知市大谷公園町16-30","39201","088-840-2525","","月・火・木・金 9:00~19:00水 9:00~13:00土 9:00~17:00"
,"はまだ産婦人科","781-8104","高知県","高知市","高知市高須3丁目1-28","39201","088-882-0777","www.hamada-hp.or.jp","平日 9:00~18:00木 9:00~12:30土 9:00~16:00"
,"レディスクリニックコスモス","780-0072","高知県","高知市","高知市杉井流6番27号","39201","088-861-6700","www.lccosmos.jp","(平日・土)9:00~18:00(水)9:00~13:00"
