custom_website,custom_address,custom_memo_available_datetime,custom_postalcode,custom_phone,post_title,tax_is_open_sunday,tax_is_open_holiday
なし,岐阜県岐阜市長良1972-5,月・火・木・金9:00~18:15 土9:00~12:00休日でも電話対応にて可能,502-0071,058-233-5553,宮﨑千惠婦人クリニック,×,×
www.ohno-lc.com,岐阜県岐阜市光町1-44,平日9:30~12:30、16:00~19:00 土、日9:30~12:30,502-0901,058-233-0201,基生会おおのレディースクリニック,×,×
www.lc-mabuchi.or.jp,岐阜県岐阜市正木北町12番10号,"月・火・水・金・土 9:30~12:30,17:00~20:00木 9:30~12:30",502-0881,058-297-1103,レディースクリニックまぶち,×,×
https://ai-lc.com,岐阜県岐阜市菅生6-2-5,月・火・木・金8:30~12:30 16:00~19:00水・土8:30~12:30午後休診,502-0914,058-296-4141,あいレディースクリニック,,
www.matsunami-hsp.or.jp,岐阜県羽島郡笠松町田代185-1,8:00~11:30(平日のみ),501-6062,058-388-0111,社会医療法人蘇西厚生会松波総合病院,×,×
http://www.gihoku.gfkosei.or.jp/,岐阜県山県市高富1187-3,月・火・木曜日 10:30~11:30(予約制),501-2105,0581-22-1811,岐阜・西濃医療センター岐北厚生病院,×,×
https://www.irisbell.jp/,岐阜県羽島市竹鼻町丸の内4丁目6番,月・水・金 9:00~12:30 17:00~20:00火・木・土 9:00~12:30,501-6244,058-393-1122,アイリスベルクリニック,,
0,岐阜県各務原市鵜沼各務原町5-171,月・水・金 9:00~12:00 17:00~19:00木・土 9:00~12:00,509-0141,058-370-5350,大橋クリニック,,
www.nagataclinic.jp,岐阜県各務原市那加西野町190番地,月・火・水・金 9:00~12:0015:30~18:00木       9:00~12:00土       9:00~13:00,504-0968,058-382-0058,医療法人 四葉会 永田産婦人科,×,×
https://www.morelady.jp,岐阜県本巣郡北方町高屋条里3-90,月・火・木・金 9:00~19:00水・土     9:00~12:00,501-0456,058-320-0311,モアレディースクリニック,×,×
0,岐阜県各務原市蘇原瑞穂町2-60-1,月・火・木・金  9:00~12:00  15:00~18:00水・土・日  9:00~12:00,504-0831,058-389-0311,横山産院,×,×
https://itp.ne.jp/info/210102550300000899/,岐阜県各務原市那加北洞町1-414-1,診療時間内月・火・木・金 9:00~12:00  15:00~18:00水・土 9:00~12:00,504-0011,058-371-1211,横山クリニック,×,×
https://www.ogaki-mh.jp/,岐阜県大垣市南頬町4丁目86番地,24時間,503-8502,0584-81-3341,大垣市民病院,◯,◯
http://www.ibi-lc.or.jp/,岐阜県揖斐郡揖斐川町三輪719-1,平日 9:00~12:0016:30~19:00土日 9:00~12:00,501-0619,0585-23-0050,いびレディースクリニック,×,×
https://climama.jp/,岐阜県大垣市今宿3丁目34-1,平日 9:00~18:00土  9:00~15:00(受付は診療終了の30分前),503-0807,0584-73-5111,クリニックママ,,
0,岐阜県大垣市俵町133,月~土 診療時間内,503-0876,0584-75-5688,山岸マタニティクリニック,×,×
https://www.mori-lcc.jp/,岐阜県大垣市河間町1-13,月火木金 9:00~12:0016:30~19:00水    9:00~12:00土    9:00~13:00,503-0021,0584-74-1888,もりレディースクラブクリニック,×,×
,岐阜県大垣市高砂町1-31,月火木金 9:00~12:3016:00~19:00水    9:00~12:30土    9:00~12:30,503-0889,0584-82-1155,児玉レディスクリニック,×,×
,岐阜県海津市馬目393-3,月火木金土 9:00~18:00,503-0652,0584-53-3388,小坂井レディスクリニック,×,×
http://ichikawa-geka.com,岐阜県大垣市南若森町328,曜日により異なるためHP参照木日 休診土 対応可,503-0976,0584-75-5078,市川外科,×,×
http://www.takadaiin.com,岐阜県安八郡神戸町神戸468番地,月火水金 9:00~12:0016:00~19:00木    9:00~12:00土    9:00~12:0015:00~18:00,503-2305,0584-27-2015,高田医院,×,×
http://www.chuno.gfkosei.or.jp,岐阜県関市若草通5-1,24時間,501-3802,0575-22-2211,岐阜県厚生農業協同組合連合会中濃厚生病院,◯,◯
http://sumihosp.or.jp/,岐阜県郡上市白鳥町白鳥2-1,婦人科の診察なし,501-5121,0575-82-3151,鷲見病院,×,×
http://www.gujo-hospital.jp/,岐阜県郡上市八幡町島谷1261番地,平日8:30~17:30,501-4222,0575-67-1611,郡上市民病院,×,×
なし,岐阜県関市桜台1-6-6,平日 9:00-12:00 16:00-18:00土曜 9:00-12:00,501-3931,0575-24-4100,桜台医院,×,×
https://seki-ladies.jp/,岐阜県関市段下28-2,月、火、木、金曜 8:30-19:00水、土曜 8:30-12:00,501-3255,0575-22-5553,せきレディースクリニック,×,×
https://cjimc-hp.jp/,岐阜県美濃加茂市健康のまち一丁目1番地,月~土:8:30~17:00緊急の場合24時間・要連絡,505-8510,0574-66-1100,社会医療法人厚生会中部国際医療センター,,
https://www.tomatsu-lc.com,岐阜県可児市広見2097,原則診療時間月、火、木、金 9:00-12:00  16:30-18:30水、土 9:00-12:00,509-0214,0574-61-1138,とまつレディースクリニック,×,×
https://www.rosebell.jp/,岐阜県可児市下恵土2975番地1,24時間対応可,509-0203,0574-60-3355,ローズベルクリニック,◯,◯
http://www.n-w-c.jp/,岐阜県多治見市大正町1丁目45番地,平日 9:30~19:00木曜日、土曜日 9:30~12:30,507-0024,0572-25-8882,中西ウィメンズクリニック,×,×
http://nishiogyne.com/,岐阜県土岐市泉大島町2-26-2,平日 9:00~12:00、16:00~19:00木曜日、土曜日 9:00~12:00,509-5136,0572-55-1211,西尾産婦人科,×,×
,岐阜県瑞浪市北小田町2-293,月曜日、火曜日、金曜日 8:40~11:30、16:40~18:30水曜日、木曜日、土曜日 8:40~11:30,509-6115,0572-66-1103,塚田レディースクリニック,×,×
http://nakatsugawa-hp.jp/,岐阜県中津川市駒場1522番地の1,平日9:00~17:00(受付時間 8:15~11:30),508-8502,0573-66-1251,総合病院 中津川市民病院,×,×
https://enahosp.jp,岐阜県恵那市大井町2725番地,平日8:30~17:00土曜8:30~12:30,509-7201,0573-26-2121,市立恵那病院,×,×
http://www.hayashi-mc.jp/,岐阜県中津川市新町5-6,平日(水除く)9:00~18:00水・土曜 9:00~12:00,508-0038,0573-65-2007,林メディカルクリニック,×,×
https://www.gero-hp.jp/,岐阜県下呂市森2211,24時間,509-2292,0576-23-2222,地方独立行政法人岐阜県立下呂温泉病院,◯,◯
,岐阜県下呂市森2456,月・火・水・金 9:00-12:00 16:00-18:00土 9:00-12:00,509-2202,0576-24-1303,黒木医院,×,×
,岐阜県飛騨市古川町弐之町2の17,平日9:00-12:00 15:00-18:00(木曜9:00-11:30)土曜祝日9:00-12:00,509-4235,0577-74-1333,河合医院,×,×
https://www.shima-iin.com/,岐阜県岐阜市池ノ上4-74,"平日8:30-12:00,16:00-19:00土曜8:30-12:00,15:00-17:00",502-0906,058-233-8732,しま医院,×,×
https://www.alpsbell.jp,岐阜県高山市山田町310,"平日 9:00-12:30,17:00-20:00土曜 9:00~12:30緊急の場合、24時間対応",506-0058,0577-35-1777,アルプスベルクリニック,,
https://ikegami-lc.com/,秋田県鹿角市秋田県鹿角市花輪字合ノ野245-7,月・火・木・金曜:9:00-12:00、14:00-18:00水・土曜:9:00-12:00受診受付は終了30分前まで,018-5201,0186-30-0111,いけがみレディースクリニック,,
https://www.odate-hp.odate.akita.jp/,秋田県大館市立総合病院豊町3番1号,24時間,017-0855,0186-42-5370,大館市立総合病院,◯,◯
―,秋田県大館市向町23,月・火・木・金曜:8:30-12:00、14:00-18:00水・土曜:8:30-12:00,017-0828,0186-42-2020,石塚医院,×,×
https://www.kitaakita-hp.jp/,秋田県北秋田市下杉字上清水沢16-29,平日:8:30~17:00,018-4221,0186-62-7001,北秋田市民病院,,
www.yamamoto-hosp.noshiro.akita.jp,秋田県能代市落合字上前田地内,24時間,016-0014,0185-52-3111,能代厚生医療センター,,
https://akita.jcho.go.jp,秋田県能代市緑町5番22号,平日9:30~16:00,016-0851,0185-52-3271,独立行政法人地域医療機能推進機構秋田病院,,
―,秋田県能代市字下瀬30-4,月・火・木・金曜:9:00-12:00、14:30-17:30土曜:9:00-12:00,016-0185,0185-53-5121,関口レディースクリニック,,
http://userweb.alles.or.jp/nariko/iin/index.html,秋田県能代市南元町1-17,月・火・水・金曜:9:00-17:30木・土曜:9:00-12:00,016-0832,0185-52-3317,成田産婦人科医院,,
―,秋田県能代市字鳥小屋59-23,月・火・木・金曜:9:00-12:00、14:00-18:00水・土曜:9:00-12:30,016-0864,0185-55-0033,たかはしレディースクリニック,,
https://akita-city-hospital.jp/,秋田県秋田市川元松丘町4番30号,24時間対応可能,010-0933,018-823-4171,地方独立行政法人市立秋田総合病院,,
www.akikumihsp.com,秋田県秋田市飯島西袋1丁目1番1号,24時間対応,011-0948,018-880-3000,秋田厚生医療センター,,
https://www.hos.akita-u.ac.jp/,秋田県秋田市広面字蓮沼44番2,24時間,010-8543,018-834-1111,秋田大学医学部附属病院,,
―,秋田県秋田市中通二丁目1-35,月・水・木・金:9:30-12:30、14:30-17:30土曜:9:30-13:30,010-0001,018-884-7088,みゆきレディースクリニック,,
―,秋田県秋田市東通仲町4-1アルヴェ4F,平日:9:00-12:00、14:30-16:30土曜:9:00-12:00要事前予約,010-8506,018-884-3939,藤盛レィディーズクリニック,,
―,秋田県秋田市広面近藤堰添49−1,平日:9:30-18:00金曜:9:30-19:30土曜:9:30-13:00,010-0041,018-832-6663,はりう産婦人科内科クリニック,,
http://www.shimizu-ac.jp/,秋田県秋田市広面字糠塚116-1,月・火・水・金曜:9:00-12:00、14:00-17:30木曜:9:00-12:00、土曜:9:00-12:30,010-0041,018-893-5655,清水産婦人科クリニック,,
https://www.kawaharaiin.com/,秋田県秋田市手形字山崎194-1,月・火・水・金曜:8:30-12:00、14:30-18:30木曜:8:30-12:00土:8:30-12:00、14:00-14:30,010-0851,018-833-4868,川原医院,,
http://www.sannoladies-cl.com/,秋田県秋田市山王中園町10-35,平日:9:00-12:00、14:30-18:00木曜:9:00-12:00、第2・第4木曜日は全休土曜:9:00-13:00,010-0953,018-862-2110,山王レディースクリニック,,
http://www.onoba-lc.com/,秋田県秋田市仁井田新田2-14-21,月・火・木・金曜:9:00-12:00、15:00-18:00水曜:9:00-12:00、土曜:9:00-13:00、日曜休診,010-1427,018-874-8100,御野場たなかレディースクリニック,,
http://www.namiki-clinic.jp/,秋田県秋田市寺内堂ノ沢1−7−28,平日9:00-17:00木曜土曜9:00-12:00,011-0902,018-846-1231,並木クリニック,,
https://tsuchizaki-lc.jp/,秋田県秋田市土崎港南3-5-5,月・火・木・金曜:8:45-12:00、14:00-17:45水・土曜:8:45-12:00,011-0943,018-880-1565,土崎レディースクリニック,×,×
https://yasuda-lc.jp/,秋田県秋田市土崎港中央5丁目3-37,平日8:30~18:00  土曜8:30~15:30,011-0946,018-857-4055,あきたレディースクリニック安田,,
http://www.kaori-lc.com/,秋田県秋田市八橋三和町5-2,火・水・木・金・土曜:9:00-12:00、14:00-18:00,010-0971,018-866-8352,かおりレディスクリニック,×,×
https://higashidori-lc.jp,秋田県秋田市広面字野添53,月・火・木・金 9:00-12:00 14:00-17:00土 9:00-13:00,010-0041,018-853-7338,東通りレディースクリニック,,
https://www.satohospital.jp/,秋田県由利本荘市小人町117-3,月・火 8:30~11:00 13:00~15:00金・土 8:30~11:00,015-8555,0184-22-6555(代),医療法人 佐藤病院,,
http://www.honjodaiichihp.com,秋田県由利本荘市岩渕下110,平日:8:30-15:30土曜(第四以外):8:30-10:30,015-8567,0184-22-0111,本荘第一病院,,
http://ssk1984.byoinnavi.jp,秋田県由利本荘市給人町37-1,"月・火・水・金 9:00-12:30,14:00-18:30、木 9:00-12:30、土 9:00-12:30,14:00-17:30",015-0874,0184-22-2358,佐々木産婦人科医院,,
https://www.okmc.jp/,秋田県大仙市大曲通町8番65号,平日8:30~17:00,014-0027,0187-63-2111,大曲厚生医療センター,,
https://www.kakunodate-hp.com/,秋田県仙北市角館町岩瀬3番地,24時間,014-0394,0187-54-2111,市立角館総合病院,,
―,秋田県大仙市秋田県大仙市福住町8-18,平日:8:00-12:00、14:00-18:00土曜:8:00-12:00、14:00-15:00,014-0014,0187-63-2288,大曲母子医院,,
―,秋田県大仙市大曲丸の内町10-25,平日:8:30-17:00水・土曜:8:30-12:00,014-0026,0187-63-1380,田口医院,,
http://www9plala.or.jp/slcweb,秋田県大仙市戸蒔字谷地添106-1,月、水、金:830-1800火、木、土830-1130,014-0044,0187-86-0311,佐藤レデイースクリニック,,
―,秋田県大仙市幸町1番53号,月・火・水・金 9:00-17:30木 9:00-12:00土 9:00-15:30,014-0012,0187-88-8455,くしま産婦人科医院,,
https://www.yokote-mhp.jp/,秋田県横手市根岸町5番31号,平日8:30-17:00,013-8602,0182-32-5001,市立横手病院,,
http://www.hiraka-hp.yokote.akita.jp,秋田県横手市前郷字八ツ口3番1,平日・土日・祝日、救急外来で対応当院の在庫は、救急外来の1錠のみのため使用後は補充するまで、対応できない可能性があります。,013-0042,0182-32-5121,平鹿総合病院,,
http://www.asahigaoka-ladies-clinic.com,秋田県横手市朝日ヶ丘4-1-6,ホームページ記載のメールアドレスに連絡してもらい、対応可能か判断します。asahigaokalc@gmail.com,013-0055,0182-33-1531,朝日ヶ丘レディースクリニック,,
http://isobe-lc.byoinnavi.jp,秋田県横手市条里1-1-21,"月・火・水・金曜:8:30-12:00,14:00-17:30木:8:30-12:00,土曜:8:30-13:00",013-0060,0182-35-5777,いそべレディスクリニック,,
―,秋田県湯沢市山田字勇ヶ岡25,24時間,012-0055,0183-73-5000,雄勝中央病院,◯,◯
http://www.yutopia.or.jp/~ikedam/,秋田県湯沢市字両神142番地3,外来診療時間内のみ対応可,012-0036,0183-73-0100,池田産婦人科クリニック,,
https://akiyamac.net/,秋田県湯沢市表町4丁目11-16,月・水・金曜:8:30-12:00、13:30-16:00火・木・土曜:8:30-12:00,012-0827,0183-72-1735,秋山クリニック,×,×
https://hosp.komatsu.ishikawa.jp,石川県小松市向本折町ホ60番地,平日 8:30~11:00,923-8560,0761-22-7111,国民健康保険小松市民病院,,
http://www.arakihospital.com,石川県小松市若杉町95番地,特に決めていない,923-0832,0761-22-0301,医療法人社団 荒木病院,,
https://keiai-kmt.or.jp/,石川県小松市光町1-1,終日可能,923-0804,0761-24-6111,恵愛みらいクリニック,◯,◯
www.kawakita-lakeside.com,石川県小松市今江町に41番地,24時間(診療時間外は電話をかけてから来院ください)【診療時間】(月・火・金・土曜日)9:00~18:00(水曜日)9:00~12:00(木曜日)15:00~18:00,923-0964,0761-22-0232,川北レイクサイドクリニック,◯,◯
http://www8.ocn.ne.jp/~segawaog,石川県小松市符津町ウ83,月・火・金 9:00~12:00/14:00~17:30水・土 9:00~12:00木・日・祭 休診,923-0302,0761-44-5135,瀬川クリニック,×,×
,石川県小松市土居原町496番4,平日(月・火・木・金) 9:00~18:00土曜 9:00~12:30水曜、日祭日 休診,923-0921,0761-21-8500,正木レディスクリニック,×,×
http://www.tedorigawa-clinic.com,石川県能美郡川北町字壱ツ屋199,平日9:00~12:00/15:00~18:00土曜9:00~12:00,923-1267,076-277-0100,産婦人科 麻酔科 手取川クリニック,×,×
http://www.mattohp.jp/,石川県白山市倉光三丁目8番地,水曜日 8:00~11:30/13:00~14:30木曜日 8:00~11:30,924-8588,076-275-2222,白山石川医療企業団 公立松任石川中央病院,×,×
http://www.keiai-shonan.jp/,石川県白山市若宮3-63,24時間対応可能,924-0805,076-275-7611,恵愛会松南病院,◯,◯
,石川県津幡町清水,平日 9:00~18:00土曜 9:00~13:00,929-0326,076-289-2233,上島クリニック,×,×
http://koyodai-clinic.sakura.ne.jp,石川県河北郡内灘町向陽台1丁目225番地,平日 9:30~12:30/15:00~18:30土曜 9:30~12:30/15:00~17:00,920-0272,076-255-3454,向陽台クリニック,×,×
https://www.tsunepedicardio.com/,石川県河北郡内灘町白帆台2-1,平日 9:00~17:00土曜 9:00~16:00,920-0269,076-286-1230,つねファミリークリニック,×,×
http//www.ikomatomomi-clinic.jp/,石川県白山市北安田西二丁目41番,平日 9:00~12:00/15:00~18:00土曜 9:00~13:00,924-0081,076-216-0123,いこまともみレディースクリニック,×,×
http://nonoichi-maternity.com,石川県野々市市本町2-18-22,月・火・木・金 9:00~12:0014:30~18:00水・土 9:00~12:00,921-8815,076-248-5315,ののいち産婦人科クリニック,×,×
http://www.fukae.or.jp/,石川県野々市市郷町260番地,平日 9:00~12:00月曜、水曜のみ 15:00~18:00土曜 9:00~12:00,921-8841,076-294-3336,深江レディースクリニック,×,×
0,石川県野々市市藤平田1丁目256-1,月・火・水・金曜 9:00~12:00/14:00~18:00土曜 9:00~15:00,921-8832,076-287-6066,やまぎしレディスクリニック,×,×
https://www.suzukilh.com/,石川県金沢市寺町2-8-36,診療時間内(午前9時~12時30分 月~土)(午後3時~5時30分 月・水・金・土),921-8033,076-242-3155,鈴木レディスホスピタル,×,×
0,石川県金沢市鳴和1丁目13番6号,平日 8:30~18:00土曜日 8:30~12:00他 随時,920-0804,076-252-3535,愛育産婦人科医院,×,×
0,石川県金沢市片町2丁目26-11,平日(月・火・水・金・土)9:00~12:00,920-0981,076-231-6249,松田産婦人科医院,×,×
https://www.kontaniclinic.jp,石川県金沢市畝田東2-125,平日 9:00~17:30(木曜を除く)木曜、土曜 9:00~12:00,920-0344,076-268-3035,紺谷内科婦人科クリニック,×,×
